id,nameEng,nameKor,price,aroma,taste,finish,type,capacity,alcohol,country,description
138,Old Pulteney 12yo,올드 풀트니 12년,79900,"['잔류액향', '나무향', '과일향', '피트향', '꽃향기']","['과일향', '피트향', '꽃향기']",['피트향'],싱글몰트,700ml,40%,스코틀랜드,"올드 풀트니 12년은 올드 풀트니를 대표하는 위스키입니 다. 이 증류소는    에서도 최북단 해안가에 위치했는데요. 그  에서는 해풍과 공기의 영향으로 짭 짤한 바다내음이 느껴지는 위스키가 만들어집니다. 올드 풀트니 12년은 약간의 솔티함과 함께 버번 오크통에서 숙 성되어 달콤한 맛의 조화가 좋습니다. 부드러운 피니시를 자랑하는 올드 풀트니 12년, 샌프란시스코 월드 스피릿 경연대회와 IWSC 등 여러 경연대회에서 금메달을 수상 하며 많은 사랑을 받고 있습니다."
139,Old Pulteney Huddart,올드 풀트니 허다트,126000,"['잔류액향', '나무향', '과일향']","['과일향', '피트향', '나무향']",['피트향'],싱글몰트,700ml,46%,스코틀랜드,올드 풀트니는    에서도 최북단 해안가에 위 치한 풀트니 증류소에서 만들어졌습니다. 그  에서는 해풍과 공기의 영향으로 짭짤한 바다내음이 느껴지는 위 스키가 만들어지는데요. 거기에 더해 올드 풀트니 허다트 는 피트 위스키를 숙성했던 버번 오크통에서 숙성하여 더 욱 특별합니다. 달콤하면서 바닷가의 짭짤한 내음으로 마 치 스코틀랜드 해안가에 온 느낌이 듭니다. 해산물과 함 께 페어링 했을 때 가장 잘 어울리는 올드 풀트니 허다트. 위스키 평론가 지미 머레이의 위스키 바이블에서 97.5점 을 받았는데요. 은은한 피트함으로 피트 위스키를 입문하 는 분들에게 추천드립니다.
140,Aultmore 12yo,올트모어 12년,125000,"['과일향', '꽃향기']","['잔류액향', '나무향', '꽃향기']","['잔류액향', '과일향']",싱글몰트,700ml,46%,스코틀랜드,"1998년 바카디가 듀어스 라인업을 인수할 때 ""올트모어 증류소가 없다면 인수를 고민해보겠다.""라고 했을 정도로 뛰어난 평가를 받는 올트모어 증류소. 그러나 싱글몰트 위스키 생산량은 아주 적어서 쉽게 볼 수 없었는데요. 면 세점 전용으로 판매되었던 위스키라 '중문 특산품'이라는 별명을 가진 희귀한 위스키, '올트모어 12년'이 드디어 여 러분 곁에 찾아왔습니다. '올트모어'는 'Free from peat smoke'라는 슬로건을 내 세우고 있습니다. 몰트를 건조할 때 피트를 사용하지 않 아 피트 향이 전혀 없는 부드럽고 깔끔한 풍미를 내고 있 고요. 근처에 널린 헤더(heather)와 금작화(gorse)에 의 해 걸러진 맑은 물을 사용해서 만들고 있습니다. 또한 캐 러멜을 사용한 컬러링이나 칠-필터링(chill-filtering)을 하지 않고 46%로 담아냈습니다. 올트모어 12년은 우아하고 섬세한 허브 노트가 특징적입 니다. 사과와 배의 상쾌한 노트를 가지고 있으며, 잘 익은 부드러운 과일과 꽃의 아로마, 타임, 꽃 줄기의 허브 노트 가 균형을 이룹니다. 달콤한 비스킷 베이스에 바닐라가 은은하게 퍼지는 여운을 느끼실 수 있죠. 화사한 스페이 사이드 위스키를 좋아하신다면 올트모어 12년도 분명 입 맛에 맞으실 거예요."
141,lleach Cask Strength,일리악 CS,95000,"['꽃향기', '피트향']","['나무향', '곡물향', '과일향', '유황', '피트향']","['잔류액향', '피트향']",싱글몰트,700ml,58%,스코틀랜드,"위스키 바이블 만점에 가까운 97점 '일리악 캐스크 스트렝스'는 철저하게 비밀에 싸인 미스테 리한 아일라 싱글몰트 독립 병입자 The Vintage Malt Whisky Co Ltd.의 싱글몰트 위스키입니다. 해안가의 뚜 렷한 활기를 띤 강력한 피트 위스키 일리악은 진정한 아 일라 그 자체를 상징합니다. '일리악 캐스크 스트렝스'는 특히 평론가들의 찬사를 한 몸에 받아온 제품으로, 위스 키 바이블의 짐 머레이에게 97점이라는 높은 점수를 얻 은 바 있습니다."
142,lleach,일리악,90000,['피트향'],"['과일향', '피트향', '곡물향', '나무향']","['잔류액향', '피트향']",싱글몰트,700ml,40%,스코틀랜드,"'일리악은 철저하게 비밀에 싸여있는 독립 병입자이자 높 은 품질의 위스키를 생산하는 The Vintage Malt Whisky Co Ltd.의 제품입니다. 스코틀랜드 서해안에 위 치한 아일라 섬에서 제조되어 The cooper's Choice로 많은 상을 수상한 뛰어난 품질을 자랑합니다. '일리악'은 해안의 뚜렷한 활기와 함께 강력한 피트 위스키, 그리고 진정한 아일라 사람을 상징합니다."
143,James Kilton Single Malt Whiskey,제임슨 킬튼 싱글 몰트 위스키,73000,"['잔류액향', '과일향', '피트향', '나무향']","['나무향', '과일향']","['잔류액향', '과일향', '피트향']",싱글몰트,700ml,44%,스코틀랜드,
144,Isle of Jura 10yo,주라 10년,120000,"['나무향', '과일향']","['과일향', '피트향', '나무향']","['나무향', '와인향', '피트향']",싱글몰트,700ml,40%,스코틀랜드,"Isle of Jura 10 years old 입안을 가득 채워주라! 주라의 대표 레인지 라인업 '주라 10년'을 소개해 드립니다. '주라 10년'은 입안을 가득 채 우는 부드러움이 특징입니다. 코인처럼 빛나는 금빛의 이 위스키는 굉장히 높은 길이의 증류기에서 증류를 거쳤습 니다. 이후 이를 아메리칸 화이트 오크 버번 배럴에서 10 년 간 숙성한 뒤, 스페인 헤레스 산 올로로쏘 셰리 캐스크 에서 숙성했습니다. 이러한 숙성 과정은 '주라 10년'에 다 크 초콜릿 아로마와 섬세하면서 강력한 바닐라 크림 피니 시를 더해주었답니다. 오렌지와 갈린 후추 아로마가 코를 간지럽히고, 복숭아와 고소한 구운 아몬드 맛이 미각을 자극하는 미디엄 바디"
145,Isle of Jura 12yo Sherry Cask,주라 12년 셰리 캐스크,81800,"['잔류액향', '과일향', '와인향', '피트향']","['잔류액향', '과일향', '나무향']","['나무향', '와인향', '피트향']",싱글몰트,700ml,40%,스코틀랜드,"주라 12년 셰리 캐스크와 함께 주라섬 여행해주라 타오르는 석양을 담아낸 듯한 '주라 12년 셰리 캐스크'는 와 아일랜드 스타일이 균형을 이룬 싱글몰트 위 스키입니다. '주라 12년 셰리 캐스크'는 주라의 전체 라인 업 중에서 가장 강렬하고 선이 굵은 느낌이면서도 위스키 를 즐길 줄 아는 누구나 즐기기 좋은 스타일의 위스키인 데요. 이 위스키야말로 작은 섬, 주라에서 위스키를 즐기 는 방법에 가깝습니다. '주라 12년 셰리 캐스크'는 아메리칸 화이트 버번 배럴 숙 성 후, 올로로소 셰리 캐스크에서 마무리 숙성되었습니 다. 주라의 오리지널리티에 달콤한 스모키 셰리를 더해 완벽한 밸런스의 세련된 풍미를 만들어냈죠. 이 위스키는 꿀처럼 달콤한 느낌을 가지면서도 따뜻한 계열의 스파이 스가 느껴지는데요. 초콜릿과 시트러스 과일을 품은 열대 느낌의 아로마가 코를 간지럽히고, 달콤한 바나나 맛이 미각을 자극합니다. '주라 12년 셰리 캐스크'와 함께 주라 섬을 여행해봅시다."
146,Isle of Jura 12yo,주라 12년,85000,"['잔류액향', '과일향', '와인향']","['잔류액향', '과일향', '나무향']","['나무향', '와인향', '피트향']",싱글몰트,700ml,40%,스코틀랜드,"타오르는 석양을 담아낸 듯한 '주라 12년'은  와 아일랜드 스타일이 균형을 이룬 모던 클래식한 싱글몰트 위스키입니다. 오크 버번 배럴에서 12년 동안 숙성시킨 뒤 스페인산 올로로소 쉐리 캐스크에서 피니싱 작업을 거 친 이 위스키는 주라의 오리지널리티에 달콤한 스모키 셰 리를 더해 완벽한 밸런스의 세련된 풍미를 만들어냈습니 다. 초콜릿과 시트러스 과일을 품은 열대 느낌의 아로마 가 코를 간지럽히고, 바나나와 달콤한 꿀 맛이 미각을 자 극하는 미디엄 바디 위스키, '주라 12년'을 지금 데일리샷 에서 만나보세요."
147,Isle of Jura Red Wine Cask Edition,주라 레드 와인 캐스크 에디션,89000,"['나무향', '과일향']","['과일향', '피트향', '나무향']","['나무향', '와인향', '피트향']",싱글몰트,700ml,40%,스코틀랜드,"Isle of Jura Red Wine Cask Edition 주라 증류소는 핵심 라인업을 성공적으로 선보인 후, '캐 스크 에디션'이라는 새로운 시리즈를 출시하게 됩니다. '주라 레드 와인 캐스크 에디션'은 아메리칸 오크 배럴에 서 숙성을 거친 뒤 레드 와인 배럴에서 옮겨져 18~24개 월 동안 추가 숙성을 한 싱글몰트 위스키입니다. 이렇게 완성된 '주라 레드 와인 캐스크 에디션'은  의 피 트 향과 딸기, 라즈베리, 향신료가 크리미한 질감으로 어 우러집니다. 베리 풍미와 은은한 피트의 균형이 궁금하다 면 '주라 레드 와인 캐스크 에디션'을 추천합니다."
148,Jura French Oak,주라 프렌치 오크,102000,"['과일향', '꽃향기']","['과일향', '나무향']","['잔류액향', '나무향', '과일향', '유황', '피트향']",싱글몰트,700ml,42%,스코틀랜드,"주라섬과 프랑스의 성공적인 만남 '주라 프렌치 오크'는 손으로 직접 골라낸 프렌치 오크통 이 더하는 달콤함, 스모키함, 그리고 스파이시한 느낌이 완벽한 균형감을 가진 위스키입니다. 이 위스키는 스페셜 우드 시리즈로, 1810년 주라 증류소에서 싱글몰트를 숙 성했던 방식에 경의를 표하며 탄생한 시리즈입니다. 각각 의 오크는 그 원산지의 성격을 반영하며, 다양한 이야기 를 우리에게 전하고 있습니다. 로부르 참나무(Quercus Robur)는 장수하는 참나무 중 하나로, 프랑스 중앙 지방에서 발견할 수 있는 수목입니 다. '주라 프렌치 오크'는 이 나무로 만든 캐스크에 숙성되 어, 섬세한 향미를 더해진 위스키로 완성되었습니다. '주라 프렌치 오크'는 아메리칸 화이트 버번 배럴에서 1차 숙성을 진행한 후 손으로 제작한 프렌치 오크 캐스크에서 마무리됩니다. 이 과정을 통해 달콤하며, 부드럽고 섬세 한 스모크와 가벼운 스파이스의 균형이 훌륭한 위스키가 탄생합니다. 향에서는 꽃과 사과, 배, 자두 등 신선한 과일 향이 나며, 입에서는 라임 마멀레이드와 캐러멜, 말린 살 구의 따뜻한 여운이 느껴집니다. 주라섬과 프랑스의 성공 적인 만남, '주라 프렌치 오크’입니다."
149,Cadenhead's Ardmore 11yo,카덴헤드 아드모어 11년,145000,"['나무향', '와인향', '피트향']","['과일향', '유황', '피트향']","['과일향', '와인향', '피트향']",싱글몰트,700ml,46%,스코틀랜드,"독립 병입자 '카덴헤드' 독립 병입자(Independent Bottler)란 특정 증류소의 원 액을 구매하여 본인만의 스타일로 병입하고 판매하는 사 람을 의미합니다. 카덴헤드(Cadenhead's)는 이러한 독 립병 브랜드 중 하나로, 더 글렌리벳, 글렌스코샤, 아드벡 등 저명한 스코틀랜드 증류소의 캐스크를 사용하기로 유 명합니다."
150,Cadenhead's Caol Ila 10yo,카덴헤드 쿨 일라 10년,119000,"['과일향', '피트향']","['유황', '피트향']","['과일향', '피트향']",싱글몰트,700ml,46%,스코틀랜드,"독립 병입자 '카덴헤드' 독립 병입자(Independent Bottler)란 특정 증류소의 원 액을 구매하여 본인만의 스타일로 병입하고 판매하는 사 람을 의미합니다. 카덴헤드(Cadenhead's)는 이러한 독 립병 브랜드 중 하나로, 더 글렌리벳, 글렌스코샤, 아드벡 등 저명한 스코틀랜드 증류소의 캐스크를 사용하기로 유 명합니다."
151,Cardhu 12yo,카듀 12년,120000,"['과일향', '꽃향기', '나무향']","['나무향', '와인향']","['과일향', '유황', '나무향']",싱글몰트,700ml,40%,스코틀랜드,"'카듀 12년'은 화사함과 달달함이 특징인 싱글몰트 위스 키입니다. 꽃과 같은 향긋함과 화사함, 꿀과 같은 달달함, 살짝의 스파이시함, 부드러움이 어우러져 위스키를 처음 접하는 사람도, 위스키를 오래 마셔 본 사람도 쉽게 즐길 수 있는 위스키입니다. '카듀 12년'은 한국에서 쉽게 만나 보기 힘든 제품이니 놓치지 마시길 바랍니다."
153,Whisky Broker Strathmill 12yo,위스키 브로커 스트라스밀 12년,172000,[],[],['잔류액향'],싱글몰트,700ml,53.3%,스코틀랜드,"'위스키 브로커 스트라스밀 12년'은 스트라스밀 증류소 에서 2010년 3월 11일 증류하여 혹스헤드 12년 숙성 후 53.5% 도수로 2022년 3월 15일 위스키 브로커에 의해 병입되었습니다. 총 358병이 생산되었으며 각 보 틀마다 다른 번호가 넘버링되어있습니다. 칠 필터링을 하지 않았고, 색소도 첨가하지 않았습니다. 작은 증류기 를 사용한 스트라밀 증류소의 위스키는 가볍고 향기롭게 만들어져 숙성이 될 수록 점차 무겁고 복합적인 매력을 띄고 있습니다."
154,Laphroaig Four Oak 1L,라프로익 포 오크 1L,172000,"['과일향', '피트향', '나무향']","['나무향', '와인향']","['나무향', '피트향']",싱글몰트,1000ml,40%,스코틀랜드,"네가지 나무향을 결합한 '포 오크(Four oak)' '라프로익 포 오크'는 아일라 싱글몰트 위스키에 부드러 운 풍미를 더한 위스키입니다. 4가지 종류의 배럴에서 숙성한 '라프로익 포 오크'는 복합적이고 풍부한 바디감 을 가지고 있습니다. 버번 배럴로 네 가지 다른 캐스크를 직접 선별한 후 Small Quater cask, Virgin American Oak Barrels, Larger European Oak Hogshead에서 각각 숙성된 '라프로익 포 오크'는 백단 향, 소나무, 전나무, 버드나무를 포함한 풍미를 비범하게 결합하여 최신의 트렌드를 맞춘 새로운 시도입니다. 밝은 금색을 가진 '라프로익 포 오크'. 찐 과일, 따뜻하게 구운 바닐라 향과 함께 아일라 위스키 특유의 피트 스모 크 향이 코끝을 맴돕니다. 네 가지 나무 종류의 노트와 불에 탄 오크, 부드러운 버터크림, 그리고 해초의 맛이 입안을 가득 적시는 것이 매우 매력적입니다. 이전의 라 프로익 시리즈에서는 느끼기 힘들었던 복합적인 풍미를 꼭 경험해보시길 바랍니다."
